episode,seat,step,day,item,requested,filled,revenue,weighted_price,floor_units
90108324,0,444,18,MILK,20,0,0.0,0,0
90108324,1,444,18,MILK,25,0,0.0,0,0
90108324,1,444,18,WOOL,2,2,466.0,233.0,0
90108324,0,445,18,STRAWBERRY,20,0,0.0,0,0
90108324,1,445,18,STRAWBERRY,30,0,0.0,0,0
90108324,1,445,18,WOOL,2,2,468.0,234.0,0
90108324,1,447,18,WOOL,2,2,466.0,233.0,0
90108324,0,448,18,WOOL,2,2,466.0,233.0,0
90108324,1,448,18,WOOL,2,2,466.0,233.0,0
90108324,0,449,18,WOOL,2,2,465.0,232.5,0
90108324,1,449,18,WOOL,2,2,465.0,232.5,0
90108324,0,450,18,STRAWBERRY,1,0,0.0,0,0
90108324,1,450,18,STRAWBERRY,2,0,0.0,0,0
90108324,0,450,18,MILK,6,0,0.0,0,0
90108324,1,450,18,MILK,8,0,0.0,0,0
90108324,1,455,18,WOOL,4,4,928.0,232.0,0
90108324,1,456,19,WOOL,1,1,231.0,231.0,0
90108324,1,457,19,WOOL,4,0,0.0,0,0
90108324,0,460,19,WOOL,4,4,927.0,231.75,0
90108324,0,461,19,WOOL,4,4,925.0,231.25,0
90108324,1,461,19,WOOL,4,0,0.0,0,0
90108324,1,463,19,STRAWBERRY,2,2,482.0,241.0,0
90108324,1,464,19,STRAWBERRY,2,2,482.0,241.0,0
90108324,1,465,19,STRAWBERRY,17,10,2398.0,239.8,0
90108324,1,466,19,STRAWBERRY,3,0,0.0,0,0
90108324,1,466,19,WOOL,4,0,0.0,0,0
90108324,1,467,19,STRAWBERRY,15,0,0.0,0,0
90108324,0,468,19,STRAWBERRY,1,1,238.0,238.0,0
90108324,1,468,19,STRAWBERRY,2,0,0.0,0,0
90108324,0,469,19,STRAWBERRY,1,1,239.0,239.0,0
90108324,1,469,19,STRAWBERRY,2,0,0.0,0,0
90108324,1,469,19,MILK,11,9,2237.0,248.555556,0
90108324,0,469,19,WOOL,4,4,927.0,231.75,0
90108324,0,470,19,STRAWBERRY,10,10,2377.0,237.7,0
90108324,1,470,19,STRAWBERRY,3,0,0.0,0,0
90108324,0,470,19,WOOL,4,1,231.0,231.0,0
90108324,1,470,19,WOOL,4,0,0.0,0,0
90108324,0,471,19,STRAWBERRY,10,3,707.0,235.666667,0
90108324,1,471,19,STRAWBERRY,15,0,0.0,0,0
90108324,1,471,19,MILK,11,0,0.0,0,0
90108324,0,472,19,STRAWBERRY,1,0,0.0,0,0
90108324,1,472,19,STRAWBERRY,2,0,0.0,0,0
90108324,0,474,19,STRAWBERRY,9,0,0.0,0,0
90108324,1,474,19,STRAWBERRY,14,0,0.0,0,0
90108324,0,474,19,MILK,9,9,2214.0,246.0,0
90108324,0,475,19,MILK,12,0,0.0,0,0
90108324,1,475,19,MILK,15,0,0.0,0,0
90108324,0,477,19,MILK,11,0,0.0,0,0
90108324,1,477,19,MILK,14,0,0.0,0,0
90108324,0,478,19,STRAWBERRY,6,0,0.0,0,0
90108324,1,478,19,STRAWBERRY,9,0,0.0,0,0
90108324,1,480,20,STRAWBERRY,18,12,2778.0,231.5,0
90108324,1,480,20,MILK,15,15,3544.0,236.266667,0
90108324,1,482,20,STRAWBERRY,18,0,0.0,0,0
90108324,1,483,20,MILK,19,0,0.0,0,0
90108324,0,485,20,STRAWBERRY,12,12,2771.0,230.916667,0
90108324,1,485,20,MILK,19,0,0.0,0,0
90108324,0,486,20,STRAWBERRY,20,0,0.0,0,0
90108324,1,486,20,STRAWBERRY,30,0,0.0,0,0
90108324,0,488,20,STRAWBERRY,3,0,0.0,0,0
90108324,1,488,20,STRAWBERRY,4,0,0.0,0,0
90108324,0,488,20,MILK,15,15,3506.0,233.733333,0
90108324,0,489,20,MILK,15,0,0.0,0,0
90108324,1,489,20,MILK,19,0,0.0,0,0
90108324,1,492,20,STRAWBERRY,3,2,460.0,230.0,0
90108324,0,493,20,STRAWBERRY,2,2,462.0,231.0,0
90108324,1,493,20,STRAWBERRY,3,0,0.0,0,0
90108324,1,494,20,MELON,1,1,213.0,213.0,0
90108324,0,494,20,STRAWBERRY,4,0,0.0,0,0
90108324,1,494,20,STRAWBERRY,6,0,0.0,0,0
90108324,0,497,20,STRAWBERRY,2,0,0.0,0,0
90108324,1,497,20,STRAWBERRY,3,0,0.0,0,0
90108324,0,498,20,STRAWBERRY,7,0,0.0,0,0
90108324,1,498,20,STRAWBERRY,10,0,0.0,0,0
90108324,0,499,20,STRAWBERRY,4,0,0.0,0,0
90108324,1,499,20,STRAWBERRY,6,0,0.0,0,0
90108324,0,501,20,STRAWBERRY,2,0,0.0,0,0
90108324,1,501,20,STRAWBERRY,3,0,0.0,0,0
90108324,1,504,21,MELON,2,0,0.0,0,0
90108324,0,504,21,STRAWBERRY,14,14,3088.0,220.571429,0
90108324,1,504,21,STRAWBERRY,21,14,3157.0,225.5,0
90108324,0,505,21,STRAWBERRY,18,0,0.0,0,0
90108324,1,505,21,STRAWBERRY,27,0,0.0,0,0
90108324,1,506,21,MELON,2,0,0.0,0,0
90108324,0,509,21,MELON,2,2,431.0,215.5,0
90108324,1,509,21,MILK,2,2,484.0,242.0,0
90108324,0,510,21,MELON,2,0,0.0,0,0
90108324,1,510,21,MELON,2,0,0.0,0,0
90108324,1,510,21,MILK,2,2,483.0,241.5,0
90108324,1,511,21,MILK,2,2,481.0,240.5,0
90108324,1,512,21,MILK,2,2,479.0,239.5,0
90108324,1,513,21,MILK,1,1,240.0,240.0,0
90108324,1,519,21,MILK,2,0,0.0,0,0
90108324,1,520,21,MILK,2,0,0.0,0,0
90108324,1,521,21,MILK,2,0,0.0,0,0
90108324,1,523,21,MILK,2,0,0.0,0,0
90108324,0,524,21,MILK,2,2,488.0,244.0,0
90108324,1,524,21,MILK,1,0,0.0,0,0
90108324,0,525,21,MILK,2,2,489.0,244.5,0
90108324,1,525,21,MILK,2,0,0.0,0,0
90108324,0,526,21,STRAWBERRY,3,0,0.0,0,0
90108324,1,526,21,STRAWBERRY,4,0,0.0,0,0
90108324,1,526,21,MILK,1,1,243.0,243.0,0
90108324,1,526,21,WOOL,24,24,5672.0,236.333333,0
90108324,0,527,21,MELON,10,0,0.0,0,0
90108324,1,527,21,MELON,12,0,0.0,0,0
90108324,0,527,21,STRAWBERRY,2,0,0.0,0,0
90108324,1,527,21,STRAWBERRY,3,0,0.0,0,0
90108324,1,528,22,STRAWBERRY,21,14,3128.0,223.428571,0
90108324,1,528,22,MILK,11,11,2642.0,240.181818,0
90108324,0,530,22,STRAWBERRY,14,14,3093.0,220.928571,0
90108324,0,531,22,STRAWBERRY,14,0,0.0,0,0
90108324,1,531,22,STRAWBERRY,21,0,0.0,0,0
90108324,1,535,22,MILK,15,0,0.0,0,0
90108324,1,536,22,WOOL,24,0,0.0,0,0
90108324,1,537,22,MILK,24,0,0.0,0,0
90108324,1,538,22,WOOL,24,0,0.0,0,0
90108324,0,540,22,MILK,19,19,4544.0,239.157895,0
90108324,0,541,22,MILK,24,0,0.0,0,0
90108324,1,541,22,MILK,30,0,0.0,0,0
90108324,0,541,22,WOOL,24,24,5648.0,235.333333,0
90108324,0,542,22,WOOL,44,0,0.0,0,0
90108324,1,542,22,WOOL,44,0,0.0,0,0
90108324,0,543,22,STRAWBERRY,2,0,0.0,0,0
90108324,1,543,22,STRAWBERRY,3,0,0.0,0,0
90108324,0,547,22,STRAWBERRY,6,2,447.0,223.5,0
90108324,1,547,22,STRAWBERRY,9,2,447.0,223.5,0
90108324,0,548,22,STRAWBERRY,6,0,0.0,0,0
90108324,1,548,22,STRAWBERRY,9,0,0.0,0,0
90108324,0,549,22,WOOL,2,0,0.0,0,0
90108324,1,549,22,WOOL,2,0,0.0,0,0
90108324,0,550,22,WOOL,12,0,0.0,0,0
90108324,1,550,22,WOOL,12,0,0.0,0,0
90108324,1,551,22,MELON,6,6,1266.0,211.0,0
90108324,0,551,22,STRAWBERRY,2,0,0.0,0,0
90108324,1,551,22,STRAWBERRY,3,0,0.0,0,0
90108324,1,552,23,STRAWBERRY,12,12,2551.0,212.583333,0
90108324,1,552,23,MILK,5,5,1199.0,239.8,0
90108324,0,552,23,WOOL,8,0,0.0,0,0
90108324,1,552,23,WOOL,8,0,0.0,0,0
90108324,1,553,23,MILK,4,4,964.0,241.0,0
90108324,1,560,23,STRAWBERRY,20,0,0.0,0,0
90108324,1,561,23,MELON,8,0,0.0,0,0
90108324,1,562,23,STRAWBERRY,20,0,0.0,0,0
90108324,1,562,23,MILK,5,0,0.0,0,0
90108324,1,563,23,MELON,8,0,0.0,0,0
90108324,1,564,23,MILK,5,0,0.0,0,0
90108324,0,565,23,STRAWBERRY,14,14,3014.0,215.285714,0
90108324,1,565,23,MILK,1,0,0.0,0,0
90108324,0,566,23,MELON,6,6,1280.0,213.333333,0
90108324,0,566,23,STRAWBERRY,14,0,0.0,0,0
90108324,1,566,23,STRAWBERRY,21,0,0.0,0,0
90108324,0,566,23,MILK,4,4,980.0,245.0,0
90108324,1,566,23,MILK,5,0,0.0,0,0
90108324,0,566,23,WOOL,3,0,0.0,0,0
90108324,1,566,23,WOOL,3,0,0.0,0,0
90108324,0,567,23,MELON,9,0,0.0,0,0
90108324,1,567,23,MELON,11,0,0.0,0,0
90108324,0,569,23,STRAWBERRY,4,2,424.0,212.0,0
90108324,1,569,23,STRAWBERRY,6,2,422.0,211.0,0
90108324,1,569,23,MILK,1,0,0.0,0,0
90108324,1,570,23,MILK,2,2,489.0,244.5,0
90108324,1,571,23,MILK,2,0,0.0,0,0
90108324,0,572,23,MILK,8,8,1938.0,242.25,0
90108324,0,573,23,STRAWBERRY,6,0,0.0,0,0
90108324,1,573,23,STRAWBERRY,9,0,0.0,0,0
90108324,0,573,23,MILK,12,0,0.0,0,0
90108324,1,573,23,MILK,15,0,0.0,0,0
90108324,1,576,24,MELON,8,6,1234.0,205.666667,0
90108324,1,576,24,STRAWBERRY,44,29,5827.0,200.931034,0
90108324,0,577,24,STRAWBERRY,30,30,5728.0,190.933333,0
90108324,0,578,24,MELON,8,6,1218.0,203.0,0
90108324,1,578,24,MELON,10,0,0.0,0,0
90108324,0,578,24,STRAWBERRY,35,0,0.0,0,0
90108324,1,578,24,STRAWBERRY,52,0,0.0,0,0
90108324,0,582,24,MELON,7,0,0.0,0,0
90108324,1,582,24,MELON,9,0,0.0,0,0
90108324,0,589,24,STRAWBERRY,2,2,381.0,190.5,0
90108324,1,589,24,STRAWBERRY,3,2,381.0,190.5,0
90108324,0,594,24,STRAWBERRY,4,0,0.0,0,0
90108324,1,594,24,STRAWBERRY,6,0,0.0,0,0
90108324,0,595,24,STRAWBERRY,4,0,0.0,0,0
90108324,1,595,24,STRAWBERRY,6,0,0.0,0,0
90108324,1,596,24,MILK,8,8,2001.0,250.125,0
90108324,1,597,24,STRAWBERRY,6,4,756.0,189.0,0
90108324,1,597,24,MILK,8,8,1983.0,247.875,0
90108324,0,598,24,STRAWBERRY,4,4,748.0,187.0,0
90108324,1,598,24,MILK,2,2,492.0,246.0,0
90108324,0,599,24,MELON,6,0,0.0,0,0
90108324,1,599,24,MELON,8,0,0.0,0,0
90108324,0,599,24,STRAWBERRY,4,0,0.0,0,0
90108324,1,599,24,STRAWBERRY,6,0,0.0,0,0
90108324,0,600,25,STRAWBERRY,21,21,3636.0,173.142857,0
90108324,1,600,25,STRAWBERRY,32,20,3478.0,173.9,0
90108324,1,600,25,MILK,3,3,734.0,244.666667,0
90108324,1,601,25,WOOL,9,9,2147.0,238.555556,0
90108324,1,602,25,WOOL,9,9,2138.0,237.555556,0
90108324,1,603,25,WOOL,3,3,711.0,237.0,0
90108324,1,606,25,MILK,8,0,0.0,0,0
90108324,1,607,25,MILK,19,0,0.0,0,0
90108324,1,608,25,MILK,8,0,0.0,0,0
90108324,1,609,25,MILK,11,0,0.0,0,0
90108324,0,611,25,MILK,6,6,1490.0,248.333333,0
90108324,1,611,25,WOOL,9,0,0.0,0,0
90108324,0,612,25,MILK,15,15,3657.0,243.8,0
90108324,1,612,25,MILK,8,0,0.0,0,0
90108324,1,612,25,WOOL,9,0,0.0,0,0
90108324,0,613,25,MILK,9,0,0.0,0,0
90108324,1,613,25,MILK,11,0,0.0,0,0
90108324,1,613,25,WOOL,9,0,0.0,0,0
90108324,0,616,25,WOOL,9,9,2136.0,237.333333,0
90108324,0,617,25,STRAWBERRY,6,0,0.0,0,0
90108324,1,617,25,STRAWBERRY,9,0,0.0,0,0
90108324,0,617,25,MILK,14,0,0.0,0,0
90108324,1,617,25,MILK,18,0,0.0,0,0
90108324,0,617,25,WOOL,9,9,2129.0,236.555556,0
90108324,1,617,25,WOOL,9,0,0.0,0,0
90108324,0,619,25,STRAWBERRY,6,0,0.0,0,0
90108324,1,619,25,STRAWBERRY,9,0,0.0,0,0
90108324,0,622,25,MELON,6,0,0.0,0,0
90108324,1,622,25,MELON,8,0,0.0,0,0
90108324,0,625,26,MELON,6,6,1066.0,177.666667,0
90108324,1,625,26,MELON,8,6,1066.0,177.666667,0
90108324,1,625,26,STRAWBERRY,20,20,3260.0,163.0,0
90108324,1,625,26,MILK,15,15,3690.0,246.0,0
90108324,0,625,26,WOOL,1,1,237.0,237.0,0
90108324,1,625,26,WOOL,1,0,0.0,0,0
90108324,1,627,26,WOOL,2,0,0.0,0,0
90108324,0,630,26,WOOL,2,2,474.0,237.0,0
90108324,1,631,26,STRAWBERRY,30,0,0.0,0,0
90108324,0,631,26,WOOL,12,0,0.0,0,0
90108324,1,631,26,WOOL,12,0,0.0,0,0
90108324,1,632,26,MILK,19,0,0.0,0,0
90108324,1,633,26,STRAWBERRY,30,0,0.0,0,0
90108324,1,633,26,MILK,19,0,0.0,0,0
90108324,0,636,26,MILK,15,15,3630.0,242.0,0
90108324,0,637,26,STRAWBERRY,20,20,3191.0,159.55,0
90108324,1,637,26,STRAWBERRY,30,0,0.0,0,0
90108324,0,637,26,MILK,30,0,0.0,0,0
90108324,1,637,26,MILK,38,0,0.0,0,0
90108324,0,649,27,MELON,6,6,1024.0,170.666667,0
90108324,1,649,27,MELON,8,6,1024.0,170.666667,0
90108324,1,649,27,STRAWBERRY,3,3,491.0,163.666667,0
90108324,1,649,27,MILK,9,9,2210.0,245.555556,0
90108324,1,649,27,WOOL,1,1,239.0,239.0,0
90108324,1,650,27,STRAWBERRY,3,3,483.0,161.0,0
90108324,1,650,27,WOOL,1,1,239.0,239.0,0
90108324,1,651,27,STRAWBERRY,3,3,475.0,158.333333,0
90108324,1,651,27,WOOL,1,1,239.0,239.0,0
90108324,1,652,27,STRAWBERRY,3,3,468.0,156.0,0
90108324,1,652,27,WOOL,1,1,238.0,238.0,0
90108324,1,653,27,STRAWBERRY,3,3,471.0,157.0,0
90108324,1,653,27,WOOL,1,1,239.0,239.0,0
90108324,1,654,27,STRAWBERRY,3,3,462.0,154.0,0
90108324,1,654,27,WOOL,1,1,238.0,238.0,0
90108324,1,655,27,STRAWBERRY,3,3,450.0,150.0,0
90108324,1,655,27,MILK,11,0,0.0,0,0
90108324,1,655,27,WOOL,1,1,238.0,238.0,0
90108324,1,656,27,STRAWBERRY,2,2,295.0,147.5,0
90108324,1,656,27,WOOL,1,1,238.0,238.0,0
90108324,1,657,27,STRAWBERRY,3,0,0.0,0,0
90108324,1,657,27,MILK,11,0,0.0,0,0
90108324,1,657,27,WOOL,1,1,238.0,238.0,0
90108324,1,658,27,WOOL,1,1,238.0,238.0,0
90108324,1,659,27,STRAWBERRY,3,0,0.0,0,0
90108324,1,659,27,WOOL,1,1,238.0,238.0,0
90108324,0,660,27,MILK,9,9,2198.0,244.222222,0
90108324,1,660,27,WOOL,1,1,238.0,238.0,0
90108324,0,661,27,STRAWBERRY,2,2,316.0,158.0,0
90108324,1,661,27,STRAWBERRY,3,0,0.0,0,0
90108324,0,661,27,MILK,10,0,0.0,0,0
90108324,1,661,27,MILK,12,0,0.0,0,0
90108324,0,661,27,WOOL,1,1,238.0,238.0,0
90108324,1,661,27,WOOL,1,1,239.0,239.0,0
90108324,1,662,27,STRAWBERRY,12,0,0.0,0,0
90108324,1,663,27,STRAWBERRY,14,0,0.0,0,0
90108324,1,664,27,STRAWBERRY,12,0,0.0,0,0
90108324,1,665,27,STRAWBERRY,6,0,0.0,0,0
90108324,0,667,27,STRAWBERRY,8,8,1257.0,157.125,0
90108324,0,667,27,MILK,4,0,0.0,0,0
90108324,1,667,27,MILK,5,0,0.0,0,0
90108324,0,668,27,STRAWBERRY,12,12,1746.0,145.5,0
90108324,1,668,27,STRAWBERRY,12,0,0.0,0,0
90108324,0,669,27,STRAWBERRY,4,3,422.0,140.666667,0
90108324,1,669,27,STRAWBERRY,6,0,0.0,0,0
90108324,0,670,27,MILK,15,0,0.0,0,0
90108324,1,670,27,MILK,19,0,0.0,0,0
90108324,1,673,28,STRAWBERRY,4,4,589.0,147.25,0
90108324,0,673,28,MILK,4,4,998.0,249.5,0
90108324,1,673,28,MILK,15,15,3694.0,246.266667,0
90108324,1,674,28,STRAWBERRY,4,4,566.0,141.5,0
90108324,1,674,28,MILK,10,0,0.0,0,0
90108324,1,675,28,STRAWBERRY,4,4,532.0,133.0,0
90108324,1,676,28,STRAWBERRY,3,3,354.0,118.0,0
90108324,0,677,28,MILK,8,8,1938.0,242.25,0
90108324,0,678,28,MILK,8,3,719.0,239.666667,0
90108324,1,678,28,MILK,10,0,0.0,0,0
90108324,1,679,28,STRAWBERRY,4,0,0.0,0,0
90108324,1,681,28,STRAWBERRY,4,0,0.0,0,0
90108324,1,682,28,STRAWBERRY,18,0,0.0,0,0
90108324,0,685,28,STRAWBERRY,3,3,447.0,149.0,0
90108324,1,685,28,STRAWBERRY,4,0,0.0,0,0
90108324,0,685,28,MILK,9,0,0.0,0,0
90108324,1,685,28,MILK,11,0,0.0,0,0
90108324,0,686,28,STRAWBERRY,23,12,1628.0,135.666667,0
90108324,1,686,28,STRAWBERRY,34,0,0.0,0,0
90108324,0,686,28,MILK,13,0,0.0,0,0
90108324,1,686,28,MILK,16,0,0.0,0,0
90108324,1,687,28,MELON,12,12,2038.0,169.833333,0
90108324,1,687,28,WOOL,11,11,2637.0,239.727273,0
90108324,0,688,28,STRAWBERRY,3,0,0.0,0,0
90108324,1,688,28,STRAWBERRY,4,0,0.0,0,0
90108324,0,689,28,STRAWBERRY,6,0,0.0,0,0
90108324,1,689,28,STRAWBERRY,9,0,0.0,0,0
90108324,0,690,28,STRAWBERRY,14,0,0.0,0,0
90108324,1,690,28,STRAWBERRY,21,0,0.0,0,0
90108324,1,697,29,MELON,15,0,0.0,0,0
90108324,0,697,29,STRAWBERRY,13,13,1663.0,127.923077,0
90108324,1,697,29,STRAWBERRY,20,13,1663.0,127.923077,0
90108324,1,697,29,MILK,11,9,2226.0,247.333333,0
90108324,1,697,29,WOOL,20,0,0.0,0,0
90108324,1,698,29,MILK,11,0,0.0,0,0
90108324,1,699,29,WOOL,22,0,0.0,0,0
90108324,0,702,29,MILK,11,9,2202.0,244.666667,0
90108324,1,702,29,MILK,14,0,0.0,0,0
90108324,0,703,29,MILK,3,0,0.0,0,0
90108324,1,703,29,MILK,4,0,0.0,0,0
90108324,0,703,29,WOOL,24,23,5503.0,239.26087,0
90108324,1,703,29,WOOL,24,0,0.0,0,0
90108324,1,707,29,MELON,1,0,0.0,0,0
90108324,1,709,29,MELON,8,0,0.0,0,0
90108324,0,709,29,WOOL,12,0,0.0,0,0
90108324,1,709,29,WOOL,12,0,0.0,0,0
90108324,1,710,29,MELON,3,0,0.0,0,0
90108324,0,710,29,MILK,9,0,0.0,0,0
90108324,1,710,29,MILK,9,0,0.0,0,0
90108324,0,711,29,MELON,1,1,173.0,173.0,0
90108324,1,711,29,MELON,1,0,0.0,0,0
90108324,0,712,29,MILK,12,0,0.0,0,0
90108324,1,712,29,MILK,12,0,0.0,0,0
90108324,0,712,29,WOOL,20,0,0.0,0,0
90108324,1,712,29,WOOL,20,0,0.0,0,0
90108324,0,713,29,MELON,8,8,1316.0,164.5,0
90108324,1,713,29,MELON,8,0,0.0,0,0
90108324,0,713,29,STRAWBERRY,6,0,0.0,0,0
90108324,1,713,29,STRAWBERRY,6,0,0.0,0,0
90108324,0,713,29,MILK,3,0,0.0,0,0
90108324,1,713,29,MILK,3,0,0.0,0,0
90108324,0,714,29,MELON,3,3,462.0,154.0,0
90108324,1,714,29,MELON,3,0,0.0,0,0
90108324,0,715,29,MILK,3,0,0.0,0,0
90108324,1,715,29,MILK,3,0,0.0,0,0
90108324,0,715,29,WOOL,12,0,0.0,0,0
90108324,1,715,29,WOOL,12,0,0.0,0,0
90108324,0,716,29,STRAWBERRY,3,0,0.0,0,0
90108324,1,716,29,STRAWBERRY,3,0,0.0,0,0
90108324,1,716,29,MILK,3,0,0.0,0,0
90113773,0,76,3,MELON,6,0,0.0,0,0
90113773,1,76,3,MELON,6,0,0.0,0,0
90113773,0,77,3,MELON,5,0,0.0,0,0
90113773,1,77,3,MELON,5,0,0.0,0,0
90113773,0,98,4,MELON,4,0,0.0,0,0
90113773,1,98,4,MELON,4,0,0.0,0,0
90113773,0,158,6,WOOL,6,0,0.0,0,0
90113773,1,158,6,WOOL,6,0,0.0,0,0
90113773,0,195,8,MILK,8,0,0.0,0,0
90113773,1,195,8,MILK,8,0,0.0,0,0
90113773,0,198,8,MILK,12,0,0.0,0,0
90113773,1,198,8,MILK,12,0,0.0,0,0
90113773,0,229,9,WOOL,4,0,0.0,0,0
90113773,1,229,9,WOOL,4,0,0.0,0,0
90113773,0,256,10,MELON,6,0,0.0,0,0
90113773,1,256,10,MELON,6,0,0.0,0,0
90113773,0,257,10,MELON,6,0,0.0,0,0
90113773,1,257,10,MELON,6,0,0.0,0,0
90113773,0,259,10,MELON,16,0,0.0,0,0
90113773,1,259,10,MELON,16,0,0.0,0,0
90113773,0,262,10,MELON,11,0,0.0,0,0
90113773,1,262,10,MELON,11,0,0.0,0,0
90113773,0,264,11,MELON,27,18,4178.0,232.111111,0
90113773,1,264,11,MELON,27,18,4178.0,232.111111,0
90113773,0,269,11,STRAWBERRY,4,0,0.0,0,0
90113773,1,269,11,STRAWBERRY,4,0,0.0,0,0
90113773,0,280,11,WOOL,6,0,0.0,0,0
90113773,1,280,11,WOOL,6,0,0.0,0,0
90113773,0,292,12,STRAWBERRY,6,0,0.0,0,0
90113773,1,292,12,STRAWBERRY,6,0,0.0,0,0
90113773,0,293,12,MILK,9,9,1601.0,177.888889,0
90113773,1,293,12,MILK,9,9,1601.0,177.888889,0
90113773,0,294,12,MILK,12,0,0.0,0,0
90113773,1,294,12,MILK,12,0,0.0,0,0
90113773,0,295,12,MILK,20,0,0.0,0,0
90113773,1,295,12,MILK,20,0,0.0,0,0
90113773,0,301,12,MILK,9,0,0.0,0,0
90113773,1,301,12,MILK,9,0,0.0,0,0
90113773,0,302,12,MILK,6,0,0.0,0,0
90113773,1,302,12,MILK,6,0,0.0,0,0
90113773,0,306,12,MELON,12,0,0.0,0,0
90113773,1,306,12,MELON,12,0,0.0,0,0
90113773,0,308,12,MILK,2,0,0.0,0,0
90113773,1,308,12,MILK,2,0,0.0,0,0
90113773,0,309,12,WOOL,5,0,0.0,0,0
90113773,1,309,12,WOOL,5,0,0.0,0,0
90113773,0,324,13,MILK,3,3,449.0,149.666667,0
90113773,1,324,13,MILK,3,3,449.0,149.666667,0
90113773,0,325,13,MILK,3,1,147.0,147.0,0
90113773,1,325,13,MILK,3,1,147.0,147.0,0
90113773,0,342,14,MILK,3,3,429.0,143.0,0
90113773,1,342,14,MILK,3,3,429.0,143.0,0
90113773,0,343,14,MILK,3,1,135.0,135.0,0
90113773,1,343,14,MILK,3,1,135.0,135.0,0
90113773,0,344,14,MILK,4,0,0.0,0,0
90113773,1,344,14,MILK,4,0,0.0,0,0
90113773,0,347,14,MILK,3,0,0.0,0,0
90113773,1,347,14,MILK,3,0,0.0,0,0
90113773,0,348,14,MILK,4,0,0.0,0,0
90113773,1,348,14,MILK,4,0,0.0,0,0
90113773,0,348,14,WOOL,7,5,1138.0,227.6,0
90113773,1,348,14,WOOL,7,6,1363.0,227.166667,0
90113773,0,353,14,WOOL,6,0,0.0,0,0
90113773,1,353,14,WOOL,6,0,0.0,0,0
90113773,0,354,14,WOOL,6,0,0.0,0,0
90113773,1,354,14,WOOL,6,0,0.0,0,0
90113773,0,358,14,WOOL,7,0,0.0,0,0
90113773,1,358,14,WOOL,7,0,0.0,0,0
90113773,0,359,14,MELON,6,6,1276.0,212.666667,0
90113773,1,359,14,MELON,6,6,1276.0,212.666667,0
90113773,0,359,14,STRAWBERRY,4,0,0.0,0,0
90113773,1,359,14,STRAWBERRY,4,0,0.0,0,0
90113773,0,360,15,MELON,7,6,1179.0,196.5,0
90113773,1,360,15,MELON,7,6,1179.0,196.5,0
90113773,0,362,15,MELON,7,0,0.0,0,0
90113773,1,362,15,MELON,7,0,0.0,0,0
90113773,0,365,15,WOOL,4,4,804.0,201.0,0
90113773,1,365,15,WOOL,4,4,804.0,201.0,0
90113773,0,366,15,MILK,9,9,1213.0,134.777778,0
90113773,1,366,15,MILK,9,9,1213.0,134.777778,0
90113773,0,366,15,WOOL,4,0,0.0,0,0
90113773,1,366,15,WOOL,4,0,0.0,0,0
90113773,0,367,15,MILK,9,0,0.0,0,0
90113773,1,367,15,MILK,9,0,0.0,0,0
90113773,0,370,15,WOOL,9,0,0.0,0,0
90113773,1,370,15,WOOL,9,0,0.0,0,0
90113773,0,371,15,MILK,12,0,0.0,0,0
90113773,1,371,15,MILK,12,0,0.0,0,0
90113773,0,375,15,WOOL,6,0,0.0,0,0
90113773,1,375,15,WOOL,6,0,0.0,0,0
90113773,0,384,16,WOOL,8,4,817.0,204.25,0
90113773,1,384,16,WOOL,8,4,817.0,204.25,0
90113773,0,386,16,MILK,9,9,1044.0,116.0,0
90113773,1,386,16,MILK,9,9,1044.0,116.0,0
90113773,0,387,16,MILK,9,0,0.0,0,0
90113773,1,387,16,MILK,9,0,0.0,0,0
90113773,0,391,16,MILK,28,0,0.0,0,0
90113773,1,391,16,MILK,28,0,0.0,0,0
90113773,0,407,16,WOOL,4,0,0.0,0,0
90113773,1,407,16,WOOL,4,0,0.0,0,0
90113773,0,408,17,MILK,9,9,835.0,92.777778,0
90113773,1,408,17,MILK,9,9,835.0,92.777778,0
90113773,0,409,17,MILK,9,0,0.0,0,0
90113773,1,409,17,MILK,9,0,0.0,0,0
90113773,0,411,17,MELON,1,0,0.0,0,0
90113773,1,411,17,MELON,1,0,0.0,0,0
90113773,0,416,17,STRAWBERRY,5,5,925.0,185.0,0
90113773,1,416,17,STRAWBERRY,5,5,925.0,185.0,0
90113773,0,417,17,STRAWBERRY,5,3,543.0,181.0,0
90113773,1,417,17,STRAWBERRY,5,3,543.0,181.0,0
90113773,0,421,17,STRAWBERRY,5,0,0.0,0,0
90113773,1,421,17,STRAWBERRY,5,0,0.0,0,0
90113773,0,423,17,MELON,4,0,0.0,0,0
90113773,1,423,17,MELON,4,0,0.0,0,0
90113773,0,423,17,WOOL,4,0,0.0,0,0
90113773,1,423,17,WOOL,4,0,0.0,0,0
90113773,0,424,17,WOOL,3,0,0.0,0,0
90113773,1,424,17,WOOL,3,0,0.0,0,0
90113773,0,436,18,STRAWBERRY,8,8,1440.0,180.0,0
90113773,1,436,18,STRAWBERRY,8,8,1440.0,180.0,0
90113773,0,437,18,STRAWBERRY,8,0,0.0,0,0
90113773,1,437,18,STRAWBERRY,8,0,0.0,0,0
90113773,0,437,18,MILK,3,3,303.0,101.0,0
90113773,1,437,18,MILK,3,3,303.0,101.0,0
90113773,0,438,18,MILK,8,8,625.0,78.125,0
90113773,1,438,18,MILK,8,8,625.0,78.125,0
90113773,0,439,18,MILK,5,1,59.0,59.0,0
