episode,seat,team,score_bands,day,style,confidence,hour,hands,unlocked_count,has_NE,has_SW,has_SE,crops_total,animals_total,cows,sheep,geese,premium_pipeline,premium_price_ratio,weeds,crop_MELON,crop_WHEAT,ready_MELON,ready_WHEAT,ready_SHEEP,ready_COW,crop_STRAWBERRY,ready_STRAWBERRY,ready_
90118542,0,somewhere after,L4,28,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,55.0,0.6863541666666666,11,,31,,31,0,9,15,13,
90118542,0,somewhere after,L4,29,standard_converged,0.6,0,0,3,1,1,0,35,14,8,5,0,37.0,0.6904375,14,,23,,53,20,15,12,6,0
90118542,1,Lucien de Rubempre,L4,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90118542,1,Lucien de Rubempre,L4,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90118542,1,Lucien de Rubempre,L4,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90118542,1,Lucien de Rubempre,L4,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90118542,1,Lucien de Rubempre,L4,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1443124999999998,0,8,11,8,32,0,0,,,
90118542,1,Lucien de Rubempre,L4,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1675625,0,10,7,10,9,0,0,2,0,
90118542,1,Lucien de Rubempre,L4,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1849166666666668,0,10,6,10,6,6,0,2,0,
90118542,1,Lucien de Rubempre,L4,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.1987916666666667,0,10,6,17,12,0,0,2,0,0
90118542,1,Lucien de Rubempre,L4,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2263541666666666,0,11,10,25,22,0,18,6,0,
90118542,1,Lucien de Rubempre,L4,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.2092291666666668,2,11,7,33,7,4,0,12,0,
90118542,1,Lucien de Rubempre,L4,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.2124166666666665,0,11,7,41,11,0,9,17,0,
90118542,1,Lucien de Rubempre,L4,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.2219166666666668,0,4,8,9,24,6,0,21,0,0
90118542,1,Lucien de Rubempre,L4,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.1995208333333334,0,6,6,14,18,4,9,27,0,
90118542,1,Lucien de Rubempre,L4,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.175875,2,6,4,12,6,0,6,33,0,
90118542,1,Lucien de Rubempre,L4,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.1872291666666666,1,9,4,18,12,28,9,38,4,
90118542,1,Lucien de Rubempre,L4,15,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,82.0,1.027125,1,8,4,10,14,4,9,40,0,
90118542,1,Lucien de Rubempre,L4,16,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,98.0,0.9978333333333332,1,10,3,13,6,0,9,40,4,
90118542,1,Lucien de Rubempre,L4,17,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,108.0,0.9835208333333334,0,10,4,14,6,20,12,40,8,
90118542,1,Lucien de Rubempre,L4,18,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,117.0,0.9501458333333334,0,9,5,11,11,4,9,40,16,
90118542,1,Lucien de Rubempre,L4,19,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,127.0,0.9415624999999999,0,9,4,14,12,0,21,40,18,
90118542,1,Lucien de Rubempre,L4,20,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,151.0,0.9839166666666667,0,9,3,20,11,20,9,40,24,
90118542,1,Lucien de Rubempre,L4,21,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,165.0,1.0349374999999998,0,9,1,26,4,4,14,40,25,
90118542,1,Lucien de Rubempre,L4,22,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,196.0,0.9155625,0,8,,29,,0,9,38,39,
90118542,1,Lucien de Rubempre,L4,23,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,209.0,0.9312916666666667,0,7,,28,,20,15,38,47,
90118542,1,Lucien de Rubempre,L4,24,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,186.0,0.944625,0,6,,26,,4,9,38,38,
90118542,1,Lucien de Rubempre,L4,25,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,173.0,0.7446458333333332,0,5,,24,,0,15,34,36,
90118542,1,Lucien de Rubempre,L4,26,standard_converged,0.6,0,0,3,1,1,0,31,14,8,6,0,127.0,0.6507708333333333,1,3,,15,,20,9,28,26,
90118542,1,Lucien de Rubempre,L4,27,standard_converged,0.6,0,0,3,1,1,0,55,14,8,6,0,90.0,0.7089375,3,2,31,11,31,4,15,22,15,
90118542,1,Lucien de Rubempre,L4,28,standard_converged,0.6,0,0,3,1,1,0,47,14,8,6,0,55.0,0.6863541666666666,10,,32,,32,0,9,15,13,
90118542,1,Lucien de Rubempre,L4,29,standard_converged,0.6,0,0,3,1,1,0,36,14,8,5,0,37.0,0.6904375,13,,24,,56,20,15,12,6,0
90121273,0,Le Viet,L4,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90121273,0,Le Viet,L4,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90121273,0,Le Viet,L4,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90121273,0,Le Viet,L4,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90121273,0,Le Viet,L4,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1588958333333332,0,8,11,8,32,0,0,,,
90121273,0,Le Viet,L4,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1925625,0,10,7,10,9,0,0,2,0,
90121273,0,Le Viet,L4,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.2203333333333335,0,10,6,10,6,6,0,2,0,
90121273,0,Le Viet,L4,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.2425416666666667,0,10,6,17,12,0,0,2,0,0
90121273,0,Le Viet,L4,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2789583333333336,1,11,10,25,22,0,18,6,0,
90121273,0,Le Viet,L4,9,standard_converged,0.6,0,0,2,1,0,0,29,11,5,6,0,99.0,1.2764166666666668,3,11,7,33,7,4,0,11,0,
90121273,0,Le Viet,L4,10,standard_converged,0.6,0,0,2,1,0,0,34,12,6,6,0,121.0,1.2848125000000001,1,11,7,41,11,0,9,16,0,
90121273,0,Le Viet,L4,11,standard_converged,0.6,0,0,3,1,1,0,32,14,6,6,0,54.0,1.2995208333333332,1,4,8,9,24,6,0,20,0,0
90121273,0,Le Viet,L4,12,standard_converged,0.6,0,0,3,1,1,0,38,14,8,6,0,74.0,1.2807708333333332,1,6,6,14,18,4,9,26,0,
90121273,0,Le Viet,L4,13,standard_converged,0.6,0,0,3,1,1,0,42,14,8,6,0,76.0,1.2748333333333335,3,6,4,12,6,0,6,32,0,
90121273,0,Le Viet,L4,14,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,104.0,1.3007708333333332,2,9,4,18,12,28,9,37,4,
90121273,0,Le Viet,L4,15,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,81.0,1.1474374999999999,2,8,4,10,14,4,9,39,0,
90121273,0,Le Viet,L4,16,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,97.0,1.2002291666666667,2,10,3,13,6,0,9,39,4,
90121273,0,Le Viet,L4,17,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,107.0,1.2607083333333333,1,10,4,14,6,20,12,39,8,
90121273,0,Le Viet,L4,18,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,112.0,1.2655833333333335,1,9,5,11,11,4,9,39,14,
90121273,0,Le Viet,L4,19,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,126.0,1.1791874999999998,1,9,4,14,12,0,21,39,18,
90121273,0,Le Viet,L4,20,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,146.0,1.2449166666666667,1,9,3,20,11,20,9,39,22,
90121273,0,Le Viet,L4,21,standard_converged,0.6,0,0,3,1,1,0,49,14,8,6,0,164.0,1.2831458333333332,1,9,1,26,4,4,14,39,25,
90121273,0,Le Viet,L4,22,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,191.0,1.1841041666666667,2,8,,29,,0,9,37,37,
90121273,0,Le Viet,L4,23,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,210.0,1.2458125,2,7,,28,,20,15,37,48,
90121273,0,Le Viet,L4,24,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,181.0,1.2663958333333334,2,6,,26,,4,9,37,36,
90121273,0,Le Viet,L4,25,standard_converged,0.6,0,0,3,1,1,0,38,14,8,6,0,174.0,1.2204791666666668,3,5,,24,,0,15,33,37,
90121273,0,Le Viet,L4,26,standard_converged,0.6,0,0,3,1,1,0,31,14,8,6,0,129.0,1.1437916666666665,3,3,,15,,20,9,28,27,
90121273,0,Le Viet,L4,27,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,90.0,1.1463333333333334,5,2,29,11,29,4,15,22,15,
90121273,0,Le Viet,L4,28,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,55.0,1.0534375,12,,30,,30,0,9,15,13,
90121273,0,Le Viet,L4,29,standard_converged,0.6,0,0,3,1,1,0,34,14,8,5,0,37.0,1.022375,15,,22,,51,20,15,12,6,0
90121273,1,Dennis Gioche,L4,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90121273,1,Dennis Gioche,L4,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90121273,1,Dennis Gioche,L4,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90121273,1,Dennis Gioche,L4,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90121273,1,Dennis Gioche,L4,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1588958333333332,0,8,11,8,32,0,0,,,
90121273,1,Dennis Gioche,L4,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1925625,0,10,7,10,9,0,0,2,0,
90121273,1,Dennis Gioche,L4,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.2203333333333335,0,10,6,10,6,6,0,2,0,
90121273,1,Dennis Gioche,L4,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.2425416666666667,0,10,6,17,12,0,0,2,0,0
90121273,1,Dennis Gioche,L4,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2789583333333336,1,11,10,25,22,0,18,6,0,
90121273,1,Dennis Gioche,L4,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.2764166666666668,3,11,7,33,7,4,0,12,0,
90121273,1,Dennis Gioche,L4,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.2848125000000001,0,11,7,41,11,0,9,17,0,
90121273,1,Dennis Gioche,L4,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.2995208333333332,0,4,8,9,24,6,0,21,0,0
90121273,1,Dennis Gioche,L4,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.2807708333333332,0,6,6,14,18,4,9,27,0,
90121273,1,Dennis Gioche,L4,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.2748333333333335,2,6,4,12,6,0,6,33,0,
90121273,1,Dennis Gioche,L4,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.3007708333333332,1,9,4,18,12,28,9,38,4,
90121273,1,Dennis Gioche,L4,15,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,82.0,1.1474374999999999,1,8,4,10,14,4,9,40,0,
90121273,1,Dennis Gioche,L4,16,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,98.0,1.2002291666666667,1,10,3,13,6,0,9,40,4,
90121273,1,Dennis Gioche,L4,17,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,108.0,1.2607083333333333,0,10,4,14,6,20,12,40,8,
90121273,1,Dennis Gioche,L4,18,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,117.0,1.2655833333333335,0,9,5,11,11,4,9,40,16,
90121273,1,Dennis Gioche,L4,19,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,127.0,1.1791874999999998,0,9,4,14,12,0,21,40,18,
90121273,1,Dennis Gioche,L4,20,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,151.0,1.2449166666666667,0,9,3,20,11,20,9,40,24,
90121273,1,Dennis Gioche,L4,21,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,165.0,1.2831458333333332,0,9,1,26,4,4,14,40,25,
90121273,1,Dennis Gioche,L4,22,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,198.0,1.1841041666666667,0,8,,29,,0,9,38,40,
90121273,1,Dennis Gioche,L4,23,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,211.0,1.2458125,0,7,,28,,20,15,38,48,
90121273,1,Dennis Gioche,L4,24,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,190.0,1.2663958333333334,0,6,,26,,4,9,38,40,
90121273,1,Dennis Gioche,L4,25,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,175.0,1.2204791666666668,0,5,,24,,0,15,34,37,
90121273,1,Dennis Gioche,L4,26,standard_converged,0.6,0,0,3,1,1,0,31,14,8,6,0,131.0,1.1437916666666665,2,3,,15,,20,9,28,28,
90121273,1,Dennis Gioche,L4,27,standard_converged,0.6,0,0,3,1,1,0,55,14,8,6,0,90.0,1.1463333333333334,3,2,31,11,31,4,15,22,15,
90121273,1,Dennis Gioche,L4,28,standard_converged,0.6,0,0,3,1,1,0,47,14,8,6,0,55.0,1.0534375,10,,32,,32,0,9,15,13,
90121273,1,Dennis Gioche,L4,29,standard_converged,0.6,0,0,3,1,1,0,36,14,8,5,0,37.0,1.022375,13,,24,,56,20,15,12,6,0
90122627,0,bcTiann,L3,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90122627,0,bcTiann,L3,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90122627,0,bcTiann,L3,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90122627,0,bcTiann,L3,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90122627,0,bcTiann,L3,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1463958333333333,0,8,11,8,32,0,0,,,
90122627,0,bcTiann,L3,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1706875,0,10,7,10,9,0,0,2,0,
90122627,0,bcTiann,L3,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1922083333333333,0,10,6,10,6,6,0,2,0,
90122627,0,bcTiann,L3,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.1951458333333334,0,10,6,17,12,0,0,2,0,0
90122627,0,bcTiann,L3,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2159375000000001,0,11,10,25,22,0,18,6,0,
90122627,0,bcTiann,L3,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.1170416666666667,2,11,7,33,7,4,0,12,0,
90122627,0,bcTiann,L3,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.1379375,0,11,7,41,11,0,9,17,0,
90122627,0,bcTiann,L3,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.1719166666666667,1,4,8,9,24,6,0,21,0,0
90122627,0,bcTiann,L3,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.1568125,1,6,6,14,18,4,9,27,0,
90122627,0,bcTiann,L3,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.1224375,3,6,4,12,6,0,6,33,0,
90122627,0,bcTiann,L3,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.1309791666666666,2,9,4,18,12,28,9,38,4,
90122627,0,bcTiann,L3,15,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,79.0,0.9924375,3,7,4,9,14,4,9,40,0,
90122627,0,bcTiann,L3,16,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,95.0,1.0184583333333332,2,9,3,12,6,0,9,40,4,
90122627,0,bcTiann,L3,17,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,105.0,1.0540416666666665,2,9,4,13,6,20,12,40,8,
90122627,0,bcTiann,L3,18,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,114.0,1.0313124999999999,2,8,5,10,11,4,9,40,16,
90122627,0,bcTiann,L3,19,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,124.0,0.91825,2,8,4,13,12,0,21,40,18,
90122627,0,bcTiann,L3,20,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,148.0,0.9596041666666666,2,8,3,19,11,20,9,40,24,
90122627,0,bcTiann,L3,21,standard_converged,0.6,0,0,3,1,1,0,49,14,8,6,0,160.0,0.9950416666666666,2,8,1,24,4,4,14,40,25,
90122627,0,bcTiann,L3,22,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,189.0,0.9731666666666666,2,7,,26,,0,9,38,39,
90122627,0,bcTiann,L3,23,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,202.0,0.9313125,3,6,,25,,20,15,38,47,
90122627,0,bcTiann,L3,24,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,177.0,0.9572291666666667,3,5,,22,,4,9,38,38,
90122627,0,bcTiann,L3,25,standard_converged,0.6,0,0,3,1,1,0,38,14,8,6,0,164.0,0.9587083333333334,3,4,,20,,0,15,34,36,
90122627,0,bcTiann,L3,26,standard_converged,0.6,0,0,3,1,1,0,30,14,8,6,0,116.0,0.8950416666666666,5,2,,10,,20,9,28,26,
90122627,0,bcTiann,L3,27,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,90.0,0.911125,7,2,27,11,27,4,15,22,15,
90122627,0,bcTiann,L3,28,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,55.0,0.8720416666666666,15,,28,,28,0,9,15,13,
90122627,0,bcTiann,L3,29,standard_converged,0.6,0,0,3,1,1,0,34,14,8,5,0,37.0,0.9012083333333334,18,,22,,51,20,15,12,6,0
90122627,1,Kyle,L3,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90122627,1,Kyle,L3,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90122627,1,Kyle,L3,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90122627,1,Kyle,L3,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90122627,1,Kyle,L3,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1463958333333333,0,8,11,8,32,0,0,,,
90122627,1,Kyle,L3,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1706875,0,10,7,10,9,0,0,2,0,
90122627,1,Kyle,L3,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1922083333333333,0,10,6,10,6,6,0,2,0,
90122627,1,Kyle,L3,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.1951458333333334,0,10,6,17,12,0,0,2,0,0
90122627,1,Kyle,L3,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2159375000000001,0,11,10,25,22,0,18,6,0,
90122627,1,Kyle,L3,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.1170416666666667,2,11,7,33,7,4,0,12,0,
90122627,1,Kyle,L3,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.1379375,0,11,7,41,11,0,9,17,0,
90122627,1,Kyle,L3,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.1719166666666667,1,4,8,9,24,6,0,21,0,0
90122627,1,Kyle,L3,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.1568125,1,6,6,14,18,3,9,27,0,
90122627,1,Kyle,L3,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.1224375,3,6,4,12,6,0,6,33,0,
90122627,1,Kyle,L3,14,standard_converged,0.6,0,0,3,1,1,0,50,14,8,6,0,104.0,1.1309791666666666,2,9,4,18,12,28,9,37,4,
90122627,1,Kyle,L3,15,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,81.0,0.9924375,2,8,4,10,14,4,9,39,0,
90122627,1,Kyle,L3,16,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,97.0,1.0184583333333332,2,10,3,13,6,0,9,39,4,
90122627,1,Kyle,L3,17,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,107.0,1.0540416666666665,1,10,4,14,6,20,12,39,8,
90122627,1,Kyle,L3,18,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,116.0,1.0313124999999999,1,9,5,11,11,4,9,39,16,
90122627,1,Kyle,L3,19,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,126.0,0.91825,1,9,4,14,12,0,21,39,18,
90122627,1,Kyle,L3,20,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,150.0,0.9596041666666666,1,9,3,20,11,20,9,39,24,
90122627,1,Kyle,L3,21,standard_converged,0.6,0,0,3,1,1,0,49,14,8,6,0,164.0,0.9950416666666666,1,9,1,26,4,4,14,39,25,
90122627,1,Kyle,L3,22,standard_converged,0.6,0,0,3,1,1,0,45,14,8,6,0,195.0,0.9731666666666666,1,8,,29,,0,9,37,39,
90122627,1,Kyle,L3,23,standard_converged,0.6,0,0,3,1,1,0,44,14,8,6,0,204.0,0.9313125,1,7,,28,,20,15,37,45,
90122627,1,Kyle,L3,24,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,187.0,0.9572291666666667,2,6,,26,,4,9,37,39,
90122627,1,Kyle,L3,25,standard_converged,0.6,0,0,3,1,1,0,38,14,8,6,0,166.0,0.9587083333333334,2,5,,24,,0,15,33,33,
90122627,1,Kyle,L3,26,standard_converged,0.6,0,0,3,1,1,0,30,14,8,6,0,126.0,0.8950416666666666,3,3,,15,,20,9,27,26,
90122627,1,Kyle,L3,27,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,83.0,0.911125,4,2,31,10,31,4,15,21,13,
90122627,1,Kyle,L3,28,standard_converged,0.6,0,0,3,1,1,0,46,14,8,6,0,54.0,0.8720416666666666,11,,32,,32,0,9,14,13,
90122627,1,Kyle,L3,29,standard_converged,0.6,0,0,3,1,1,0,35,14,8,5,0,32.0,0.9012083333333334,14,,24,,56,20,15,11,4,0
90123152,0,Zerabyte_X,L1,0,standard_converged,0.6,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0,,,,,,,,,
90123152,0,Zerabyte_X,L1,1,standard_converged,0.6,0,0,1,0,0,0,17,4,3,1,0,25.0,1.065,0,7,10,7,10,0,0,,,
90123152,0,Zerabyte_X,L1,2,standard_converged,0.6,0,0,1,0,0,0,18,4,3,1,0,25.0,1.0934791666666668,0,7,11,7,11,0,0,,,
90123152,0,Zerabyte_X,L1,3,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1148125000000002,0,8,11,8,21,0,0,,,
90123152,0,Zerabyte_X,L1,4,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,28.0,1.1463958333333333,0,8,11,8,32,0,0,,,
90123152,0,Zerabyte_X,L1,5,standard_converged,0.6,0,0,1,0,0,0,19,4,3,1,0,36.0,1.1706875,0,10,7,10,9,0,0,2,0,
90123152,0,Zerabyte_X,L1,6,standard_converged,0.6,0,0,1,0,0,0,18,6,4,2,0,38.0,1.1922083333333333,0,10,6,10,6,6,0,2,0,
90123152,0,Zerabyte_X,L1,7,standard_converged,0.6,0,0,1,0,0,0,18,7,4,2,0,52.0,1.2128541666666668,0,10,6,17,12,0,0,2,0,0
90123152,0,Zerabyte_X,L1,8,standard_converged,0.6,0,0,2,1,0,0,27,7,5,2,0,74.0,1.2477083333333334,0,11,10,25,22,0,18,6,0,
90123152,0,Zerabyte_X,L1,9,standard_converged,0.6,0,0,2,1,0,0,30,11,5,6,0,100.0,1.1951666666666667,2,11,7,33,7,4,0,12,0,
90123152,0,Zerabyte_X,L1,10,standard_converged,0.6,0,0,2,1,0,0,35,12,6,6,0,122.0,1.2473125,0,11,7,41,11,0,9,17,0,
90123152,0,Zerabyte_X,L1,11,standard_converged,0.6,0,0,3,1,1,0,33,14,6,6,0,55.0,1.274,0,4,8,9,24,6,0,21,0,0
90123152,0,Zerabyte_X,L1,12,standard_converged,0.6,0,0,3,1,1,0,39,14,8,6,0,75.0,1.2547291666666667,0,6,6,14,18,4,9,27,0,
90123152,0,Zerabyte_X,L1,13,standard_converged,0.6,0,0,3,1,1,0,43,14,8,6,0,77.0,1.2592083333333335,3,6,4,12,6,0,6,33,0,
90123152,0,Zerabyte_X,L1,14,standard_converged,0.6,0,0,3,1,1,0,51,14,8,6,0,105.0,1.2934791666666667,2,9,4,18,12,28,9,38,4,
90123152,0,Zerabyte_X,L1,15,standard_converged,0.6,0,0,3,1,1,0,52,14,8,6,0,82.0,1.1385416666666668,2,8,4,10,14,4,9,40,0,
90123152,0,Zerabyte_X,L1,16,standard_converged,0.6,0,0,3,1,1,0,53,14,8,6,0,98.0,1.12075,2,10,3,13,6,0,9,40,4,
90123152,0,Zerabyte_X,L1,17,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,108.0,1.1165416666666668,1,10,4,14,6,20,12,40,8,
90123152,0,Zerabyte_X,L1,18,standard_converged,0.6,0,0,3,1,1,0,54,14,8,6,0,117.0,1.0854791666666666,1,9,5,11,11,4,9,40,16,
