episode,day,candidate_cash,opponent_cash,cash_gap,candidate_equity_shed,opponent_equity_shed,equity_shed_gap,candidate_equity_all,opponent_equity_all,equity_all_gap,milk_price,strawberry_price,melon_price,wool_price
90169920,1,152.0,14.0,138.0,152.0,14.0,138.0,152.0,14.0,138.0,177,137,264,214
90169920,2,202.0,65.0,137.0,202.0,65.0,137.0,202.0,65.0,137.0,181,141,267,217
90169920,3,836.0,318.0,518.0,836.0,318.0,518.0,836.0,318.0,518.0,193,151,269,219
90169920,4,569.0,127.0,442.0,569.0,127.0,442.0,569.0,127.0,442.0,201,159,271,221
90169920,5,699.0,634.0,65.0,699.0,634.0,65.0,699.0,634.0,65.0,208,166,272,222
90169920,6,1644.0,2041.0,-397.0,1644.0,2041.0,-397.0,1644.0,2041.0,-397.0,214,172,274,209
90169920,7,907.0,236.0,671.0,907.0,236.0,671.0,907.0,236.0,671.0,219,177,275,214
90169920,8,1026.0,2026.0,-1000.0,1026.0,2026.0,-1000.0,1026.0,2026.0,-1000.0,197,182,276,217
90169920,9,1201.0,2220.0,-1019.0,1201.0,2220.0,-1019.0,1201.0,2220.0,-1019.0,204,189,277,200
90169920,10,3476.0,4183.0,-707.0,4097.0,4183.0,-86.0,8313.0,9265.0,-952.0,208,197,249,214
90169920,11,5818.0,11564.0,-5746.0,7707.0,11564.0,-3857.0,7707.0,11564.0,-3857.0,213,204,225,199
90169920,12,13029.0,14380.0,-1351.0,13241.0,14380.0,-1139.0,13875.0,15648.0,-1773.0,212,213,216,196
90169920,13,11328.0,16700.0,-5372.0,12166.0,16700.0,-4534.0,12166.0,16700.0,-4534.0,211,221,221,199
90169920,14,15572.0,23429.0,-7857.0,18146.0,23429.0,-5283.0,21227.0,25215.0,-3988.0,215,228,219,66
90169920,15,20345.0,27027.0,-6682.0,21279.0,27027.0,-5748.0,23261.0,27678.0,-4417.0,218,234,209,18
90169920,16,22114.0,29024.0,-6910.0,23072.0,29024.0,-5952.0,26024.0,30832.0,-4808.0,222,240,214,24
90169920,17,27083.0,33496.0,-6413.0,28819.0,33496.0,-4677.0,32089.0,36112.0,-4023.0,221,243,206,1
90169920,18,32029.0,37665.0,-5636.0,34294.0,37665.0,-3371.0,38220.0,40601.0,-2381.0,220,245,212,37
90169920,19,39928.0,44933.0,-5005.0,40359.0,44933.0,-4574.0,46431.0,49088.0,-2657.0,214,240,216,49
90169920,20,48906.0,51767.0,-2861.0,52104.0,51767.0,337.0,57148.0,57178.0,-30.0,216,235,225,144
90169920,21,54015.0,59861.0,-5846.0,57116.0,59861.0,-2745.0,64647.0,67558.0,-2911.0,221,236,225,144
90169920,22,65600.0,70875.0,-5275.0,68205.0,70875.0,-2670.0,71588.0,73348.0,-1760.0,218,228,221,112
90169920,23,75892.0,78738.0,-2846.0,76935.0,78738.0,-1803.0,87694.0,88848.0,-1154.0,219,224,223,133
90169920,24,84738.0,95208.0,-10470.0,91680.0,95208.0,-3528.0,96742.0,100574.0,-3832.0,229,208,179,172
90169920,25,100457.0,105480.0,-5023.0,100457.0,105480.0,-5023.0,108619.0,110207.0,-1588.0,225,194,162,158
90169920,26,108254.0,113902.0,-5648.0,108254.0,113902.0,-5648.0,118900.0,117660.0,1240.0,223,188,165,179
90169920,27,115260.0,117304.0,-2044.0,118512.0,117304.0,1208.0,127315.0,125635.0,1680.0,231,188,158,195
90169920,28,121201.0,124863.0,-3662.0,127445.0,124863.0,2582.0,131930.0,129349.0,2581.0,228,188,162,218
90169920,29,145842.0,143756.0,2086.0,145842.0,143756.0,2086.0,145842.0,143756.0,2086.0,215,186,154,144
90170023,0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,172,132,260,209
90170023,1,141.0,141.0,0.0,141.0,141.0,0.0,141.0,141.0,0.0,177,137,264,214
90170023,2,217.0,217.0,0.0,217.0,217.0,0.0,217.0,217.0,0.0,181,141,267,217
90170023,3,786.0,786.0,0.0,786.0,786.0,0.0,786.0,786.0,0.0,185,144,269,219
90170023,4,519.0,519.0,0.0,519.0,519.0,0.0,519.0,519.0,0.0,187,147,271,221
90170023,5,654.0,654.0,0.0,654.0,654.0,0.0,654.0,654.0,0.0,190,149,272,222
90170023,6,1595.0,1595.0,0.0,1595.0,1595.0,0.0,1595.0,1595.0,0.0,193,151,274,209
90170023,7,922.0,922.0,0.0,922.0,922.0,0.0,922.0,922.0,0.0,195,154,275,214
90170023,8,162.0,162.0,0.0,162.0,162.0,0.0,162.0,162.0,0.0,122,156,276,217
90170023,9,338.0,338.0,0.0,338.0,338.0,0.0,338.0,338.0,0.0,126,158,277,222
90170023,10,2493.0,2493.0,0.0,2892.0,2892.0,0.0,8064.0,8064.0,0.0,135,161,244,229
90170023,11,6194.0,6194.0,0.0,7408.0,7408.0,0.0,7408.0,7408.0,0.0,143,164,219,230
90170023,12,12279.0,12430.0,-151.0,12384.0,12535.0,-151.0,12693.0,12844.0,-151.0,105,172,209,232
90170023,13,9842.0,10129.0,-287.0,10226.0,10420.0,-194.0,10226.0,10420.0,-194.0,99,178,214,235
90170023,14,16156.0,16360.0,-204.0,18051.0,18255.0,-204.0,21298.0,21502.0,-204.0,105,184,219,228
90170023,15,20367.0,20725.0,-358.0,21133.0,21491.0,-358.0,22811.0,23169.0,-358.0,89,192,192,230
90170023,16,21655.0,22110.0,-455.0,22451.0,22906.0,-455.0,23879.0,24334.0,-455.0,72,200,198,232
90170023,17,26305.0,26767.0,-462.0,29070.0,29532.0,-462.0,31908.0,32370.0,-462.0,55,200,192,232
90170023,18,30263.0,33124.0,-2861.0,34121.0,34920.0,-799.0,35941.0,36740.0,-799.0,26,201,198,230
90170023,19,35871.0,36850.0,-979.0,36277.0,37256.0,-979.0,38590.0,39569.0,-979.0,1,192,204,232
90170023,20,40601.0,41640.0,-1039.0,43926.0,44965.0,-1039.0,48410.0,49449.0,-1039.0,19,183,214,235
90170023,21,43300.0,44562.0,-1262.0,49069.0,50258.0,-1189.0,53483.0,54672.0,-1189.0,24,182,219,238
90170023,22,52635.0,54235.0,-1600.0,54011.0,55611.0,-1600.0,55994.0,57594.0,-1600.0,24,161,214,234
90170023,23,58691.0,60565.0,-1874.0,60811.0,62685.0,-1874.0,67131.0,69005.0,-1874.0,15,120,209,236
90170023,24,61683.0,63589.0,-1906.0,67598.0,69504.0,-1906.0,69550.0,71456.0,-1906.0,70,36,204,238
90170023,25,69015.0,71886.0,-2871.0,69015.0,71886.0,-2871.0,70787.0,73658.0,-2871.0,36,16,179,236
90170023,26,70371.0,73802.0,-3431.0,70371.0,73802.0,-3431.0,77179.0,80610.0,-3431.0,28,39,173,238
90170023,27,72125.0,77847.0,-5722.0,76173.0,80470.0,-4297.0,79817.0,84114.0,-4297.0,45,16,165,239
90170023,28,72283.0,84250.0,-11967.0,79218.0,84250.0,-5032.0,79973.0,85005.0,-5032.0,45,32,158,239
90170023,29,90659.0,95682.0,-5023.0,90659.0,95682.0,-5023.0,90659.0,95682.0,-5023.0,7,24,150,235
